-2.571914629346828129e-01,-3.069448430927552707e-01,-9.445052737821788003e-02,-1.923449903097387836e-01,-1.426743862170912758e-01,-1.573785536027612064e-01,-5.275526183762564020e-02,-8.699513138114223221e-02,-1.666908822812993574e-01,-1.116808341426822754e-01
-2.579095826669306271e-02,-5.858596627352364444e-02,-4.187809235195058544e-02,1.727103838366200739e-02,-8.358438803938900152e-02,-1.901474235503092247e-02,1.699959510906718652e-01,3.953461331000661383e-02,5.241583867964920603e-03,-1.310716470954857889e-02
1.104932123870419787e-02,6.151841263651289075e-03,1.370778955842611412e-02,-1.642753151744923536e-03,1.369585858116195926e-03,3.422636616698879631e-03,2.702526693583352443e-03,5.166878265438098333e-03,5.347735725499631887e-03,1.769810452667685587e-03
-7.290945947452384668e-02,-2.651892602635803620e-01,-1.859961319715542349e-01,-1.132152756685895073e-01,-2.450807143275392508e-01,-1.420508663486349243e-01,-6.106671253596332449e-02,-7.708588789097838012e-02,-2.233445010075575110e-01,-1.194499774814862109e-01
-3.865552282269739404e-02,-3.076459250057955175e-01,-2.566634224298092737e-01,-7.478089027188665472e-02,-1.444038120114704282e-01,-1.497392053091191888e-01,-6.376637493211179120e-02,-2.315074227717177358e-01,-1.784630001588255466e-01,-7.411877870103039841e-03
-1.079078800056036680e-02,-2.577567733277032896e-02,-2.869601612137743021e-02,2.378991776362933408e-02,-6.238478361425239122e-02,4.643641231289198645e-02,5.647447375322513230e-02,-1.602344265337257712e-02,4.535336283066449675e-03,1.675721763646585358e-02
-1.908075537981996361e-01,-3.760803325735581626e-01,-1.280761489992011115e-01,-1.455144309536324232e-01,-1.729298230169785677e-01,-9.630208625069652806e-02,-6.928024339097682560e-02,4.419357344896696765e-02,-1.022460884815346999e-01,-6.610580067855499620e-02
1.480576864513697202e-02,2.046200245167222043e-02,2.082532359974342655e-03,2.293905584361849870e-03,-7.178341756292680800e-03,-1.249632328892798586e-02,7.437566622177816701e-03,3.322959230727536017e-02,5.553867433108710880e-03,1.969372622921657101e-02
-1.115658727198060723e-02,-5.446544614337926228e-03,-2.438767577614402507e-02,2.410004431371711928e-02,-7.333095222530780499e-02,-6.379111729408630527e-02,4.334134479614740187e-02,1.397000292645718678e-01,-3.709752366333806534e-02,-2.551219036711801710e-02
-3.919728227151555999e-02,-2.295855982407943863e-01,-2.003650047485506513e-01,-5.221138078894348687e-04,-1.850813232826662991e-01,-1.850543170662952708e-01,-1.131668892324383530e-01,-1.900916734089241611e-01,-1.632693591730071669e-01,-6.141713040188202626e-03
-4.404601851012389206e-03,-1.891852472044214806e-01,-3.624322074041593789e-01,-1.101452234287439297e-01,-1.696066074698160120e-01,-1.921901381636084705e-01,-6.920324603626505644e-02,-8.203205895911196144e-02,-2.134630007801314733e-01,-2.833955327914022479e-02
-1.152114118977854151e-01,-3.488839294547622094e-01,-2.102092824492153011e-01,-2.278294517621348367e-02,-2.213100894925006390e-01,-1.412908165301999808e-01,-1.147660917799082358e-01,3.004209630028396860e-02,-5.122898786767213219e-02,-1.474355137378630387e-01
