4.791517207456070897e-03,8.662784907233823939e-02,2.135889999623906063e-02,4.093301932396420373e-01,3.816521196962162632e-01,9.163792487518039598e-02,7.322576400274530273e-02,-1.280502325784350220e-02,-7.795915535967070688e-03,1.353825475409009375e-02
1.723875825361718614e-02,1.531876946906144676e-01,2.054883630014766593e-01,1.434940423403691274e-02,1.737190979467062857e-01,2.589481727629051044e-01,2.497371513138293142e-01,1.046387426168404605e-01,2.091184231667843341e-02,1.154863865367505849e-02
-2.754268373619513793e-02,-5.547891524406416142e-02,3.557020740153996052e-02,1.577492996679001266e-02,-1.662425276609593716e-01,3.158508446408186954e-02,5.491407459098352623e-02,-6.484323419949131195e-03,-1.882338027521180540e-02,-1.172517076105560226e-02
1.856750457061837056e-02,7.652836509207500137e-02,1.439727556989737756e-01,2.353778883632240138e-01,1.269491920009375718e-01,2.517059377748455118e-01,2.792335096691807017e-01,1.764230366719774790e-01,8.941365256799330141e-02,2.207298666816598712e-02
2.807851810538723389e-02,1.254118383659564850e-01,1.096268373251324396e-01,1.201977871309202056e-01,1.075166054846738856e-01,1.442767428576827715e-01,3.273069590205816559e-01,2.251304687812009930e-01,1.154737910269176826e-01,2.759120087235347046e-02
4.591948009558066354e-03,-9.241228121732532677e-03,-5.616612717142725059e-02,-7.903807188714374529e-03,-3.841843175325886095e-02,-1.146088099465458233e-02,-9.530392893491730633e-03,-1.602036944644673333e-02,-9.186000991943549590e-03,3.117139979296230587e-03
-7.807937290982614777e-03,-2.327391084826846770e-02,-2.025633575756771027e-02,-4.072697570997824666e-03,-2.661129239047685738e-02,-4.436661788703182008e-02,2.015488438422180246e-03,-2.944999819877111742e-03,-1.158679453736377596e-02,-6.550005977102338513e-03
-8.738160808374173180e-03,-1.541938154191226963e-02,-2.991432280472175811e-02,-4.966934572197236747e-02,-1.016572762298887343e-02,-1.405136424740346252e-02,-1.890187276273784869e-02,-5.126477352400004954e-03,-3.626633344885137576e-03,5.890531944637677174e-03
9.271227840662037145e-02,1.978476931511266301e-01,9.203589160974470773e-02,3.804794693404852657e-01,2.799537290690956581e-01,1.103458937948567642e-01,1.046524150217007475e-02,5.592907166227367721e-02,5.489405105514348626e-02,2.448159088362441421e-02
1.969423256089067580e-03,-1.635904736713032423e-02,-1.793159032787434298e-02,-1.703942174759310452e-02,-1.966903988463843123e-02,-3.561799619238800035e-02,-1.407283708415018458e-02,-1.111578104577082456e-02,-3.087112356184136888e-02,-5.056659814211192198e-03
